Mã trạm,Trạm,Tên tỉnh,Tên sông,Mực nước (cm),Cảnh báo,Cảnh báo value (0-4),BĐ1 (m),BĐ2 (m),BĐ3 (m),Mực nước lịch sử (m),Năm lũ lịch sử,Thời gian (GMT+7),Start time (GMT+7),End time (GMT+7),x,y
71549,Bình Nghi,Gia Lai,Kôn,1465.0,Bình thường,0.0,15.5,16.5,17.5,19.35,2013,07/11/2025 07:00,07/11/2025 05:00,07/11/2025 07:00,108.86917114257812,13.939471244812012
71549,Bình Nghi,Gia Lai,Kôn,,Không có dữ liệu,,15.5,16.5,17.5,19.35,2013,07/11/2025 08:00,07/11/2025 07:00,07/11/2025 08:00,108.86917114257812,13.939471244812012
71549,Bình Nghi,Gia Lai,Kôn,1377.0,Bình thường,0.0,15.5,16.5,17.5,19.35,2013,31/10/2025 01:00,31/10/2025 01:00,31/10/2025 01:00,108.86917114257812,13.939471244812012
71549,Bình Nghi,Gia Lai,Kôn,1356.0,Bình thường,0.0,15.5,16.5,17.5,19.35,2013,31/10/2025 04:00,31/10/2025 01:00,31/10/2025 04:00,108.86917114257812,13.939471244812012
71549,Bình Nghi,Gia Lai,Kôn,1340.0,Bình thường,0.0,15.5,16.5,17.5,19.35,2013,31/10/2025 07:00,31/10/2025 04:00,31/10/2025 07:00,108.86917114257812,13.939471244812012
71549,Bình Nghi,Gia Lai,Kôn,1370.0,Bình thường,0.0,15.5,16.5,17.5,19.35,2013,31/10/2025 09:00,31/10/2025 07:00,31/10/2025 09:00,108.86917114257812,13.939471244812012
71549,Bình Nghi,Gia Lai,Kôn,1404.0,Bình thường,0.0,15.5,16.5,17.5,19.35,2013,31/10/2025 11:00,31/10/2025 09:00,31/10/2025 11:00,108.86917114257812,13.939471244812012
71549,Bình Nghi,Gia Lai,Kôn,1440.0,Bình thường,0.0,15.5,16.5,17.5,19.35,2013,31/10/2025 13:00,31/10/2025 11:00,31/10/2025 13:00,108.86917114257812,13.939471244812012
71549,Bình Nghi,Gia Lai,Kôn,1462.0,Bình thường,0.0,15.5,16.5,17.5,19.35,2013,31/10/2025 15:00,31/10/2025 13:00,31/10/2025 15:00,108.86917114257812,13.939471244812012
71549,Bình Nghi,Gia Lai,Kôn,1437.0,Bình thường,0.0,15.5,16.5,17.5,19.35,2013,31/10/2025 17:00,31/10/2025 15:00,31/10/2025 17:00,108.86917114257812,13.939471244812012
71549,Bình Nghi,Gia Lai,Kôn,1400.0,Bình thường,0.0,15.5,16.5,17.5,19.35,2013,31/10/2025 19:00,31/10/2025 17:00,31/10/2025 19:00,108.86917114257812,13.939471244812012
71549,Bình Nghi,Gia Lai,Kôn,1370.0,Bình thường,0.0,15.5,16.5,17.5,19.35,2013,01/11/2025 01:00,31/10/2025 19:00,01/11/2025 01:00,108.86917114257812,13.939471244812012
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2883.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,01/11/2025 04:00,01/11/2025 01:00,01/11/2025 04:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2893.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,01/11/2025 07:00,01/11/2025 04:00,01/11/2025 07:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2890.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,01/11/2025 10:00,01/11/2025 07:00,01/11/2025 10:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2889.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,01/11/2025 13:00,01/11/2025 10:00,01/11/2025 13:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2889.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,01/11/2025 16:00,01/11/2025 13:00,01/11/2025 16:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2894.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,01/11/2025 19:00,01/11/2025 16:00,01/11/2025 19:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2894.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,02/11/2025 01:00,01/11/2025 19:00,02/11/2025 01:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2893.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,02/11/2025 04:00,02/11/2025 01:00,02/11/2025 04:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2893.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,02/11/2025 07:00,02/11/2025 04:00,02/11/2025 07:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2889.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,02/11/2025 10:00,02/11/2025 07:00,02/11/2025 10:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2889.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,02/11/2025 13:00,02/11/2025 10:00,02/11/2025 13:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2858.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,02/11/2025 16:00,02/11/2025 13:00,02/11/2025 16:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2844.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,02/11/2025 19:00,02/11/2025 16:00,02/11/2025 19:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2827.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,03/11/2025 01:00,02/11/2025 19:00,03/11/2025 01:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2810.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,03/11/2025 04:00,03/11/2025 01:00,03/11/2025 04:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2798.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,03/11/2025 07:00,03/11/2025 04:00,03/11/2025 07:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2790.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,03/11/2025 10:00,03/11/2025 07:00,03/11/2025 10:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2770.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,03/11/2025 13:00,03/11/2025 10:00,03/11/2025 13:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2759.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,03/11/2025 16:00,03/11/2025 13:00,03/11/2025 16:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2757.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,03/11/2025 19:00,03/11/2025 16:00,03/11/2025 19:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2798.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,04/11/2025 01:00,03/11/2025 19:00,04/11/2025 01:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2778.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,04/11/2025 04:00,04/11/2025 01:00,04/11/2025 04:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2773.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,04/11/2025 07:00,04/11/2025 04:00,04/11/2025 07:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2801.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,04/11/2025 10:00,04/11/2025 07:00,04/11/2025 10:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2820.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,04/11/2025 13:00,04/11/2025 10:00,04/11/2025 13:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2875.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,04/11/2025 15:00,04/11/2025 13:00,04/11/2025 15:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2910.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,04/11/2025 17:00,04/11/2025 15:00,04/11/2025 17:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2921.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,04/11/2025 19:00,04/11/2025 17:00,04/11/2025 19:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2969.0,Trên BĐ1,1.0,29.5,32.0,34.5,39.9,1993,05/11/2025 01:00,04/11/2025 19:00,05/11/2025 01:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2956.0,Trên BĐ1,1.0,29.5,32.0,34.5,39.9,1993,05/11/2025 03:00,05/11/2025 01:00,05/11/2025 03:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2948.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,05/11/2025 05:00,05/11/2025 03:00,05/11/2025 05:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2948.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,05/11/2025 07:00,05/11/2025 05:00,05/11/2025 07:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2978.0,Trên BĐ1,1.0,29.5,32.0,34.5,39.9,1993,05/11/2025 09:00,05/11/2025 07:00,05/11/2025 09:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2979.0,Trên BĐ1,1.0,29.5,32.0,34.5,39.9,1993,05/11/2025 11:00,05/11/2025 09:00,05/11/2025 11:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2976.0,Trên BĐ1,1.0,29.5,32.0,34.5,39.9,1993,05/11/2025 13:00,05/11/2025 11:00,05/11/2025 13:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2963.0,Trên BĐ1,1.0,29.5,32.0,34.5,39.9,1993,05/11/2025 15:00,05/11/2025 13:00,05/11/2025 15:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2937.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,05/11/2025 17:00,05/11/2025 15:00,05/11/2025 17:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2893.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,05/11/2025 19:00,05/11/2025 17:00,05/11/2025 19:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2773.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,06/11/2025 01:00,05/11/2025 19:00,06/11/2025 01:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2723.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,06/11/2025 04:00,06/11/2025 01:00,06/11/2025 04:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2709.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,06/11/2025 07:00,06/11/2025 04:00,06/11/2025 07:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2741.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,06/11/2025 10:00,06/11/2025 07:00,06/11/2025 10:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2743.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,06/11/2025 13:00,06/11/2025 10:00,06/11/2025 13:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2754.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,06/11/2025 16:00,06/11/2025 13:00,06/11/2025 16:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2940.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,06/11/2025 19:00,06/11/2025 16:00,06/11/2025 19:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,3033.0,Trên BĐ1,1.0,29.5,32.0,34.5,39.9,1993,06/11/2025 20:00,06/11/2025 19:00,06/11/2025 20:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,3080.0,Trên BĐ1,1.0,29.5,32.0,34.5,39.9,1993,06/11/2025 21:00,06/11/2025 20:00,06/11/2025 21:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,3166.0,Trên BĐ1,1.0,29.5,32.0,34.5,39.9,1993,06/11/2025 23:00,06/11/2025 21:00,06/11/2025 23:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,3185.0,Trên BĐ1,1.0,29.5,32.0,34.5,39.9,1993,07/11/2025 01:00,06/11/2025 23:00,07/11/2025 01:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,3228.0,Trên BĐ2,2.0,29.5,32.0,34.5,39.9,1993,07/11/2025 02:00,07/11/2025 01:00,07/11/2025 02:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,3303.0,Trên BĐ2,2.0,29.5,32.0,34.5,39.9,1993,07/11/2025 03:00,07/11/2025 02:00,07/11/2025 03:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,3350.0,Trên BĐ2,2.0,29.5,32.0,34.5,39.9,1993,07/11/2025 04:00,07/11/2025 03:00,07/11/2025 04:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,3377.0,Trên BĐ2,2.0,29.5,32.0,34.5,39.9,1993,07/11/2025 05:00,07/11/2025 04:00,07/11/2025 05:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,3387.0,Trên BĐ2,2.0,29.5,32.0,34.5,39.9,1993,07/11/2025 06:00,07/11/2025 05:00,07/11/2025 06:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,3391.0,Trên BĐ2,2.0,29.5,32.0,34.5,39.9,1993,07/11/2025 07:00,07/11/2025 06:00,07/11/2025 07:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,3373.0,Trên BĐ2,2.0,29.5,32.0,34.5,39.9,1993,07/11/2025 08:00,07/11/2025 07:00,07/11/2025 08:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2849.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,31/10/2025 01:00,31/10/2025 01:00,31/10/2025 01:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2875.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,31/10/2025 04:00,31/10/2025 01:00,31/10/2025 04:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2879.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,31/10/2025 07:00,31/10/2025 04:00,31/10/2025 07:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2919.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,31/10/2025 10:00,31/10/2025 07:00,31/10/2025 10:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2920.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,31/10/2025 13:00,31/10/2025 10:00,31/10/2025 13:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2919.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,31/10/2025 16:00,31/10/2025 13:00,31/10/2025 16:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2893.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,31/10/2025 19:00,31/10/2025 16:00,31/10/2025 19:00,108.98300170898438,13.041999816894531
71558,Củng Sơn,Đắk Lắk,Đà Rằng,2870.0,Bình thường,0.0,29.5,32.0,34.5,39.9,1993,01/11/2025 01:00,31/10/2025 19:00,01/11/2025 01:00,108.98300170898438,13.041999816894531
71559,Phú Lâm,Đắk Lắk,Đà Rằng,71.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,01/11/2025 03:00,01/11/2025 01:00,01/11/2025 03:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,51.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,01/11/2025 07:00,01/11/2025 03:00,01/11/2025 07:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,2.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,01/11/2025 13:00,01/11/2025 07:00,01/11/2025 13:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,49.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,01/11/2025 19:00,01/11/2025 13:00,01/11/2025 19:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,55.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,02/11/2025 01:00,01/11/2025 19:00,02/11/2025 01:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,70.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,02/11/2025 06:00,02/11/2025 01:00,02/11/2025 06:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,65.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,02/11/2025 07:00,02/11/2025 06:00,02/11/2025 07:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,13.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,02/11/2025 13:00,02/11/2025 07:00,02/11/2025 13:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,10.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,02/11/2025 14:00,02/11/2025 13:00,02/11/2025 14:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,50.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,02/11/2025 19:00,02/11/2025 14:00,02/11/2025 19:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,32.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,03/11/2025 01:00,02/11/2025 19:00,03/11/2025 01:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,27.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,03/11/2025 02:00,03/11/2025 01:00,03/11/2025 02:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,48.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,03/11/2025 07:00,03/11/2025 02:00,03/11/2025 07:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,12.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,03/11/2025 13:00,03/11/2025 07:00,03/11/2025 13:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,5.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,03/11/2025 14:00,03/11/2025 13:00,03/11/2025 14:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,52.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,03/11/2025 19:00,03/11/2025 14:00,03/11/2025 19:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,20.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,04/11/2025 01:00,03/11/2025 19:00,04/11/2025 01:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,3.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,04/11/2025 03:00,04/11/2025 01:00,04/11/2025 03:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,32.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,04/11/2025 07:00,04/11/2025 03:00,04/11/2025 07:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,48.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,04/11/2025 09:00,04/11/2025 07:00,04/11/2025 09:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,25.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,04/11/2025 13:00,04/11/2025 09:00,04/11/2025 13:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,17.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,04/11/2025 15:00,04/11/2025 13:00,04/11/2025 15:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,62.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,04/11/2025 19:00,04/11/2025 15:00,04/11/2025 19:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,28.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,05/11/2025 01:00,04/11/2025 19:00,05/11/2025 01:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,6.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,05/11/2025 04:00,05/11/2025 01:00,05/11/2025 04:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,36.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,05/11/2025 07:00,05/11/2025 04:00,05/11/2025 07:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,71.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,05/11/2025 10:00,05/11/2025 07:00,05/11/2025 10:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,65.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,05/11/2025 13:00,05/11/2025 10:00,05/11/2025 13:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,61.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,05/11/2025 14:00,05/11/2025 13:00,05/11/2025 14:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,99.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,05/11/2025 19:00,05/11/2025 14:00,05/11/2025 19:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,52.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,06/11/2025 01:00,05/11/2025 19:00,06/11/2025 01:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,-14.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,06/11/2025 05:00,06/11/2025 01:00,06/11/2025 05:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,-8.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,06/11/2025 07:00,06/11/2025 05:00,06/11/2025 07:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,60.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,06/11/2025 13:00,06/11/2025 07:00,06/11/2025 13:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,106.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,06/11/2025 19:00,06/11/2025 13:00,06/11/2025 19:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,89.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,07/11/2025 01:00,06/11/2025 19:00,07/11/2025 01:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,172.0,Trên BĐ1,1.0,1.7,2.7,3.7,5.21,1993,07/11/2025 07:00,07/11/2025 01:00,07/11/2025 07:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,,Không có dữ liệu,,1.7,2.7,3.7,5.21,1993,07/11/2025 08:00,07/11/2025 07:00,07/11/2025 08:00,109.3239974975586,13.069000244140625
71559,Phú Lâm,Đắk Lắk,Đà Rằng,78.0,Bình thường,0.0,1.7,2.7,3.7,5.21,1993,31/10/2025 01:00,31/10/2025 01:00,31/10/2025 01:00,109.3239974975586,13.069000244140625
